project_name,continent,country,country_code,ecosystem,activity,activity_type,price_type,project_size_ha,project_size_filter,abatement_potential,total_cost_npv,total_cost,capex_npv,capex,opex_npv,opex,cost_per_tco2e,cost_per_tco2e_npv,feasibility_analysis_npv,feasibility_analysis,conservation_planning_npv,conservation_planning,data_collection_npv,data_collection,community_representation_npv,community_representation,blue_carbon_project_planning_npv,blue_carbon_project_planning,establishing_carbon_rights_npv,establishing_carbon_rights,validation_npv,validation,implementation_labor_npv,implementation_labor,monitoring_npv,maintenance_npv,monitoring,maintenance,monitoring_maintenance_npv,monitoring_maintenance,community_benefit_npv,community_benefit,carbon_standard_fees_npv,carbon_standard_fees,baseline_reassessment_npv,baseline_reassessment,mrv_npv,mrv,long_term_project_operating_npv,long_term_project_operating,initial_price_assumption,leftover_after_opex,leftover_after_opex_NPV,total_revenue,total_revenu_npv,credits_issued
The Bahamas Mangrove Conservation Small,North America,The Bahamas,BHS,Mangrove,Conservation,,Opex breakeven,4000,Small,962945,13540378,23234609,1514218,1621367,12026161,21613243,33,33,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,0,0,402322,0,666000,0,402322,666000,10222236,18595525,45575,81718,75812,120000,223062,400000,1057153,1750000,44.41444929,263845,0,21877088,12026161,408591
The Bahamas Mangrove Conservation Small,North America,The Bahamas,BHS,Mangrove,Conservation,,Market price,4000,Small,962945,10222811,17199541,1514218,1621367,8708594,15578174,25,25,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,0,0,402322,0,666000,0,402322,666000,6904669,12560456,45575,81718,75812,120000,223062,400000,1057153,1750000,30,-801167,-585453,14777007,8123141,408591
The Bahamas Mangrove Conservation Medium,North America,The Bahamas,BHS,Mangrove,Conservation,,Opex breakeven,20000,Medium,962945,14755714,25440703,1514218,1621367,13241496,23819337,7,7,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,0,0,402322,0,666000,0,402322,666000,11255272,20474746,227875,408591,75812,120000,223062,400000,1057153,1750000,9.780574582,268600,1,24087937,13241497,2042953
The Bahamas Mangrove Conservation Medium,North America,The Bahamas,BHS,Mangrove,Conservation,,Market price,20000,Medium,962945,38023789,67768237,1514218,1621367,36509571,66146870,19,19,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,0,0,402322,0,666000,0,402322,666000,34523347,62802280,227875,408591,75812,120000,223062,400000,1057153,1750000,30,7738165,4106132,73885035,40615703,2042953
The Bahamas Mangrove Conservation Large,North America,The Bahamas,BHS,Mangrove,Conservation,,Opex breakeven,40000,Large,962945,21096362,36574908,1891626,2022783,19204736,34552125,5,5,70000,70000,786949,833833,153925,160000,429168,463950,111125,125000,296010,320000,44450,50000,0,0,804645,0,1332000,0,804645,1332000,16324027,29695443,455749,817181,75812,120000,223062,400000,1321441,2187500,7.09260321,383691,2,34935816,19204738,4085906
The Bahamas Mangrove Conservation Large,North America,The Bahamas,BHS,Mangrove,Conservation,,Market price,40000,Large,962945,73819030,132484024,1891626,2022783,71927404,130461241,18,18,70000,70000,786949,833833,153925,160000,429168,463950,111125,125000,296010,320000,44450,50000,0,0,804645,0,1332000,0,804645,1332000,69046695,125604560,455749,817181,75812,120000,223062,400000,1321441,2187500,30,17308829,9304002,147770070,81231406,4085906
The Bahamas Seagrass Restoration Planting Small,North America,The Bahamas,BHS,Seagrass,Restoration,Planting,Opex breakeven,100,Small,16369,29726304,44842979,8002797,8920136,21723506,35922843,14730,14730,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,6488580,7298770,402322,1499933,666000,1823963,1902255,2489963,18464980,31162477,244,404,75812,120000,223062,400000,1057153,1750000,15479.98116,738894,0,36661737,21723506,2018
The Bahamas Seagrass Restoration Planting Small,North America,The Bahamas,BHS,Seagrass,Restoration,Planting,Market price,100,Small,16369,11297108,13740895,8002797,8920136,3294311,4820759,5598,5598,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,6488580,7298770,402322,1499933,666000,1823963,1902255,2489963,35785,60392,244,404,75812,120000,223062,400000,1057153,1750000,30,-4749709,-3252211,71050,42100,2018
The Bahamas Seagrass Restoration Planting Medium,North America,The Bahamas,BHS,Seagrass,Restoration,Planting,Opex breakeven,500,Medium,16369,94099651,138203873,33333214,38115215,60766437,100088658,9565,9565,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,31818996,36493848,402322,7355441,666000,9119813,7757763,9785813,51651471,88030878,1176,1968,75812,120000,223062,400000,1057153,1750000,8939.170051,3477081,0,103565739,60766437,9838
The Bahamas Seagrass Restoration Planting Medium,North America,The Bahamas,BHS,Seagrass,Restoration,Planting,Market price,500,Medium,16369,42621524,50468428,33333214,38115215,9288309,12353213,4332,4332,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,31818996,36493848,402322,7355441,666000,9119813,7757763,9785813,173343,295433,1176,1968,75812,120000,223062,400000,1057153,1750000,30,-12005645,-9084376,347568,203933,9838
The Bahamas Seagrass Restoration Planting Large,North America,The Bahamas,BHS,Seagrass,Restoration,Planting,Opex breakeven,1000,Large,16369,168938585,252538238,62828628,74689063,106109957,177849175,9050,9050,70000,70000,629559,667067,153925,160000,286112,309300,111125,125000,296010,320000,44450,50000,61237447,72987697,402322,14155960,666000,18239625,14558282,18905625,90193463,156669816,2186,3734,75812,120000,223062,400000,1057153,1750000,8328.248134,6468255,-1,184317430,106109956,18668
The Bahamas Seagrass Restoration Planting Large,North America,The Bahamas,BHS,Seagrass,Restoration,Planting,Market price,1000,Large,16369,79070017,96432778,62828628,74689063,16241390,21743715,4236,4236,70000,70000,629559,667067,153925,160000,286112,309300,111125,125000,296010,320000,44450,50000,61237447,72987697,402322,14155960,666000,18239625,14558282,18905625,324895,564356,2186,3734,75812,120000,223062,400000,1057153,1750000,30,-21079767,-15859161,663948,382229,18668
The Bahamas Seagrass Conservation Small,North America,The Bahamas,BHS,Seagrass,Conservation,,Opex breakeven,400,Small,261039,13241837,23416988,1514218,1621367,11727619,21795621,1789,1789,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,0,0,402322,0,666000,0,402322,666000,9968476,18858141,794,1480,75812,120000,223062,400000,1057153,1750000,2449.699438,390427,-1,22186048,11727618,7402
The Bahamas Seagrass Conservation Small,North America,The Bahamas,BHS,Seagrass,Conservation,,Market price,400,Small,261039,3395439,4789791,1514218,1621367,1881221,3168425,459,459,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,0,0,402322,0,666000,0,402322,666000,122078,230944,794,1480,75812,120000,223062,400000,1057153,1750000,30,-2896726,-1737600,271699,143621,7402
The Bahamas Seagrass Conservation Medium,North America,The Bahamas,BHS,Seagrass,Conservation,,Opex breakeven,2000,Medium,261039,13263008,23456953,1514218,1621367,11748790,21835586,358,358,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,0,0,402322,0,666000,0,402322,666000,9986471,18892184,3970,7402,75812,120000,223062,400000,1057153,1750000,490.8243452,390513,-1,22226099,11748789,37011
The Bahamas Seagrass Conservation Medium,North America,The Bahamas,BHS,Seagrass,Conservation,,Market price,2000,Medium,261039,3886926,5719491,1514218,1621367,2372708,4098124,105,105,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,0,0,402322,0,666000,0,402322,666000,610390,1154722,3970,7402,75812,120000,223062,400000,1057153,1750000,30,-2739628,-1654602,1358496,718106,37011
The Bahamas Seagrass Conservation Large,North America,The Bahamas,BHS,Seagrass,Conservation,,Opex breakeven,4000,Large,261039,13289472,23506910,1514218,1621367,11775254,21885543,180,180,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,0,0,402322,0,666000,0,402322,666000,10008965,18934739,7939,14804,75812,120000,223062,400000,1057153,1750000,245.9649587,390620,-1,22276163,11775253,74022
The Bahamas Seagrass Conservation Large,North America,The Bahamas,BHS,Seagrass,Conservation,,Market price,4000,Large,261039,4501286,6881614,1514218,1621367,2987068,5260248,61,61,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,0,0,402322,0,666000,0,402322,666000,1220779,2309443,7939,14804,75812,120000,223062,400000,1057153,1750000,30,-2543256,-1550857,2716992,1436211,74022
The Bahamas Salt marsh Restoration Planting Small,North America,The Bahamas,BHS,Salt marsh,Restoration,Planting,Opex breakeven,100,Small,2933,23605172,36131399,5593233,6209704,18011939,29921695,5527,5527,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,4079015,4588337,402322,942926,666000,1146625,1345248,1812625,15310148,25838216,516,854,75812,120000,223062,400000,1057153,1750000,6064.961475,476206,0,30397901,18011939,4271
The Bahamas Salt marsh Restoration Hydrology Small,North America,The Bahamas,BHS,Salt marsh,Restoration,Hydrology,Opex breakeven,100,Small,2933,29252910,44169904,7815450,8709396,21437460,35460508,5479,5479,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,6301232,7088029,402322,1456625,666000,1771299,1858947,2437299,18221840,30752141,645,1068,75812,120000,223062,400000,1057153,1750000,5774.719255,718482,-1,36178990,21437459,5339
The Bahamas Salt marsh Restoration Planting Small,North America,The Bahamas,BHS,Salt marsh,Restoration,Planting,Market price,100,Small,2933,8370755,10420991,5593233,6209704,2777522,4211287,1960,1960,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,4079015,4588337,402322,942926,666000,1146625,1345248,1812625,75731,127807,516,854,75812,120000,223062,400000,1057153,1750000,30,-4060925,-2688427,150362,89095,4271
The Bahamas Salt marsh Restoration Hydrology Small,North America,The Bahamas,BHS,Salt marsh,Restoration,Hydrology,Market price,100,Small,2933,11125733,13577521,7815450,8709396,3310283,4868125,2084,2084,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,6301232,7088029,402322,1456625,666000,1771299,1858947,2437299,94664,159759,645,1068,75812,120000,223062,400000,1057153,1750000,30,-4680173,-3198914,187952,111369,5339
The Bahamas Salt marsh Restoration Planting Medium,North America,The Bahamas,BHS,Salt marsh,Restoration,Planting,Opex breakeven,500,Medium,2933,64082418,94899727,21517080,24563052,42565339,70336675,3078,3078,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,20002862,22941685,402322,4623963,666000,5733127,5026285,6399127,36180537,61663383,2489,4164,75812,120000,223062,400000,1057153,1750000,2958.806606,2208482,-1,72545157,42565338,20821
The Bahamas Salt marsh Restoration Hydrology Medium,North America,The Bahamas,BHS,Salt marsh,Restoration,Hydrology,Opex breakeven,500,Medium,2933,91777985,134857678,32414492,37061514,59363493,97796164,3526,3526,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,30900274,35440147,402322,7143064,666000,8856493,7545386,9522493,50458968,85998466,3111,5205,75812,120000,223062,400000,1057153,1750000,3301.185449,3378502,-1,101174666,59363492,26026
The Bahamas Salt marsh Restoration Planting Medium,North America,The Bahamas,BHS,Salt marsh,Restoration,Planting,Market price,500,Medium,2933,28268723,33861562,21517080,24563052,6751644,9298510,1358,1358,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,20002862,22941685,402322,4623963,666000,5733127,5026285,6399127,366843,625219,2489,4164,75812,120000,223062,400000,1057153,1750000,30,-8562958,-6320065,735552,431579,20821
The Bahamas Salt marsh Restoration Hydrology Medium,North America,The Bahamas,BHS,Salt marsh,Restoration,Hydrology,Market price,500,Medium,2933,41777569,49640735,32414492,37061514,9363078,12579221,1605,1605,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,30900274,35440147,402322,7143064,666000,8856493,7545386,9522493,458553,781523,3111,5205,75812,120000,223062,400000,1057153,1750000,30,-11659782,-8823604,919439,539474,26026
The Bahamas Salt marsh Restoration Planting Large,North America,The Bahamas,BHS,Salt marsh,Restoration,Planting,Opex breakeven,1000,Large,2933,111168158,166943994,40087812,47584737,71080346,119359257,2814,2814,70000,70000,629559,667067,153925,160000,286112,309300,111125,125000,296010,320000,44450,50000,38496632,45883371,402322,8899077,666000,11466254,9301399,12132254,60418293,104949101,4626,7901,75812,120000,223062,400000,1057153,1750000,2636.174229,4110274,-1,123469531,71080345,39506
The Bahamas Salt marsh Restoration Hydrology Large,North America,The Bahamas,BHS,Salt marsh,Restoration,Hydrology,Opex breakeven,1000,Large,2933,164469560,245922510,61060494,72581660,103409065,173340850,3331,3331,70000,70000,629559,667067,153925,160000,286112,309300,111125,125000,296010,320000,44450,50000,59469314,70880294,402322,13747229,666000,17712985,14149551,18378985,87897704,152681988,5783,9877,75812,120000,223062,400000,1057153,1750000,3068.125916,6285018,-1,179625868,103409064,49383
The Bahamas Salt marsh Restoration Planting Large,North America,The Bahamas,BHS,Salt marsh,Restoration,Planting,Market price,1000,Large,2933,51437433,63189227,40087812,47584737,11349621,15604490,1302,1302,70000,70000,629559,667067,153925,160000,286112,309300,111125,125000,296010,320000,44450,50000,38496632,45883371,402322,8899077,666000,11466254,9301399,12132254,687568,1194334,4626,7901,75812,120000,223062,400000,1057153,1750000,30,-14199391,-10540718,1405099,808903,39506
The Bahamas Salt marsh Restoration Hydrology Large,North America,The Bahamas,BHS,Salt marsh,Restoration,Hydrology,Market price,1000,Large,2933,77431315,94733440,61060494,72581660,16370821,22151780,1568,1568,70000,70000,629559,667067,153925,160000,286112,309300,111125,125000,296010,320000,44450,50000,59469314,70880294,402322,13747229,666000,17712985,14149551,18378985,859460,1492918,5783,9877,75812,120000,223062,400000,1057153,1750000,30,-20395406,-15359692,1756374,1011129,49383
The Bahamas Salt marsh Conservation Small,North America,The Bahamas,BHS,Salt marsh,Conservation,,Opex breakeven,800,Small,62778,13254102,23532210,1514218,1621367,11739884,21910843,537,537,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,0,0,402322,0,666000,0,402322,666000,9978901,18969907,2634,4936,75812,120000,223062,400000,1057153,1750000,737.7604321,406695,0,22317538,11739884,24680
The Bahamas Salt marsh Conservation Small,North America,The Bahamas,BHS,Salt marsh,Conservation,,Market price,800,Small,62778,3680979,5333688,1514218,1621367,2166761,3712321,149,149,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,0,0,402322,0,666000,0,402322,666000,405778,771385,2634,4936,75812,120000,223062,400000,1057153,1750000,30,-2804809,-1689375,907512,477386,24680
The Bahamas Salt marsh Conservation Medium,North America,The Bahamas,BHS,Salt marsh,Conservation,,Opex breakeven,4000,Medium,62778,13324335,23665441,1514218,1621367,11810118,22044074,108,108,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,0,0,402322,0,666000,0,402322,666000,10038600,19083394,13169,24680,75812,120000,223062,400000,1057153,1750000,148.4348126,406978,-1,22451052,11810117,123401
The Bahamas Salt marsh Conservation Medium,North America,The Bahamas,BHS,Salt marsh,Conservation,,Market price,4000,Medium,62778,5314626,8438971,1514218,1621367,3800408,6817604,43,43,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,0,0,402322,0,666000,0,402322,666000,2028891,3856924,13169,24680,75812,120000,223062,400000,1057153,1750000,30,-2280046,-1413478,4537558,2386930,123401
The Bahamas Salt marsh Conservation Large,North America,The Bahamas,BHS,Salt marsh,Conservation,,Opex breakeven,8000,Large,62778,13412127,23831979,1514218,1621367,11897909,22210613,54,54,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,0,0,402322,0,666000,0,402322,666000,10113223,19225253,26337,49360,75812,120000,223062,400000,1057153,1750000,74.76911018,407331,0,22617944,11897909,246801
The Bahamas Salt marsh Conservation Large,North America,The Bahamas,BHS,Salt marsh,Conservation,,Market price,8000,Large,62778,7356686,12320575,1514218,1621367,5842468,10699209,30,30,70000,70000,629559,667067,76963,80000,286112,309300,111125,125000,296010,320000,44450,50000,0,0,402322,0,666000,0,402322,666000,4057781,7713848,26337,49360,75812,120000,223062,400000,1057153,1750000,30,-1624093,-1068608,9075116,4773860,246801
Kenya Mangrove Restoration Planting Small,Africa,Kenya,KEN,Mangrove,Restoration,Planting,Opex breakeven,100,Small,30584,2543470,3470785,1313170,1401267,1230300,2069518,105,105,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,44450,50000,144981,10275,240000,12495,155256,252495,615150,1038159,2938,4864,75812,120000,167296,300000,213847,354000,72.75078406,6801,0,2076319,1230300,24320
Kenya Mangrove Restoration Hydrology Small,Africa,Kenya,KEN,Mangrove,Restoration,Hydrology,Opex breakeven,100,Small,30584,2556639,3487611,1321171,1410267,1235468,2077345,84,84,50000,50000,629559,667067,76963,80000,249345,264200,88900,100000,129504,140000,44450,50000,52451,59000,144981,12125,240000,14744,157106,254744,617734,1042520,3673,6080,75812,120000,167296,300000,213847,354000,58.44511582,7696,0,2085041,1235468,30400
